gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886
alr1263,1069,1498245,1499314,5,5,0.272921858,4,4,0.236861783,-1.152240999,19,19,1.002163556,3.67197983,8,8,0.419187197,1.535923875,10000,not registered,0,Unknown,1,1,1,GO:0004519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1266,1900,1501653,1503553,22,22,0.675639605,36,36,1.199393271,1.775196809,81,81,2.403776736,3.5577795,84,84,2.476403523,3.665272883,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1270,1051,1508608,1509659,17,17,0.943826626,17,17,1.023903231,1.084842495,95,95,5.096635782,5.399970338,72,72,3.837297833,4.065680845,10000,not registered,0,Unknown,1,1,1,GO:0004177,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1271,841,1509653,1510494,2,2,0.138765025,1,1,0.075269098,-1.843585599,1,1,0.067045049,-2.069728145,2,2,0.133207822,-1.041718295,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1276,928,1515213,1516141,19,20,1.257558042,14,14,0.954976682,-1.316846856,319,328,19.92914088,15.8474919,263,275,16.59894346,13.1993458,10000,not registered,0,Unknown,1,1,1,GO:0016740,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1278,2698,1516673,1519371,79,79,1.708563662,62,62,1.4546632,-1.174542438,404,404,8.443103819,4.941638412,187,187,3.882356294,2.272292441,10000,not registered,0,Unknown,1,2.928868839,2.964435134,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1286,928,1529782,1530710,51,51,3.206773007,28,28,1.909953365,-1.678979742,69,69,4.192410734,1.30736124,56,56,3.380148486,1.054065404,10000,not registered,0,Unknown,1,1,1,GO:0016783,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1295,913,1535854,1536767,254,254,16.23338013,174,174,12.06399584,-1.345605581,606,606,37.42523675,2.305449416,485,485,29.75546141,1.832980018,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1296,517,1536715,1537232,50,50,5.643200498,31,31,3.795629898,-1.48676258,141,141,15.37769629,2.724995558,71,71,7.692429659,1.363132439,10000,not registered,0,Unknown,0.637318914,1,0.656350235,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1298,604,1539433,1540037,79,79,7.631961521,65,65,6.812227233,-1.120332787,151,151,14.0962216,1.846998515,119,119,11.03584903,1.446004281,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1300,553,1541299,1541852,172,178,18.7819591,129,143,16.36905524,-1.147406422,158,162,16.51781482,-1.13707287,166,169,17.11816867,-1.097194417,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1301,760,1541767,1542527,41,41,3.147866341,22,24,1.998988785,-1.574729366,28,28,2.07733792,-1.515336677,32,32,2.358479545,-1.334701565,10000,not registered,0,Unknown,1,0.496786995,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1302,679,1542614,1543293,8,8,0.687489757,21,21,1.957772521,2.847711548,17,17,1.411698187,2.053409773,10,10,0.824946822,1.199940527,10000,not registered,0,Unknown,1,1,1,GO:0008080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1306,913,1547861,1548774,7,7,0.447376618,7,7,0.485333166,1.084842495,15,15,0.926367246,2.070665317,21,21,1.288380803,2.879857265,13,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1310,2335,1552255,1554590,186,186,4.64806378,178,178,4.825538951,1.038182602,434,434,10.48010308,2.254724457,449,449,10.77097912,2.317304502,10000,not registered,0,Unknown,1,1,1,GO:0005975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1313,1189,1557506,1558695,252,252,12.36700982,218,218,11.60612776,-1.065558649,266,266,12.61428072,1.019994397,418,418,19.69201488,1.592302033,10000,not registered,0,Unknown,1,1,1,GO:0003862,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1324,1453,1572717,1574170,15,15,0.602381554,15,15,0.653489107,1.084842495,47,47,1.823874508,3.027772842,52,52,2.004626455,3.327835062,30,within500,1,Unknown,1,1,1,GO:0004040,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1329,1513,1577458,1578971,38,38,1.465516418,27,27,1.129633451,-1.297338014,3,3,0.111800832,-13.10827825,7,7,0.259152164,-5.655042172,10000,not registered,0,Unknown,1,1,1,GO:0015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alr1330,556,1579150,1579706,1,1,0.10494729,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1331,2962,1579823,1582785,38,38,0.748590932,45,45,0.961701222,1.284681902,47,47,0.894696037,1.19517349,69,69,1.30484752,1.743071503,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1332,751,1583015,1583766,10,10,0.776973278,29,29,2.444391523,3.146043234,29,29,2.177312524,2.802300396,42,42,3.132600994,4.031800172,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1334,652,1584649,1585301,13,13,1.163434066,4,4,0.388351604,-2.995826598,3,3,0.259439661,-4.48441098,7,7,0.601376111,-1.93461969,10000,not registered,0,Unknown,1,1,1,GO:0005886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1337,1042,1587585,1588627,2,2,0.111997492,0,0,0,#NAME?,11,11,0.595233925,5.314707648,22,22,1.182634897,10.55947664,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1341,640,1592312,1592952,7,7,0.638210706,8,8,0.791266394,1.239819994,12,12,1.05721662,1.656532254,11,11,0.962738721,1.508496663,303,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1343,1240,1595058,1596298,80,80,3.764560848,100,100,5.104944477,1.356053118,103,103,4.683583305,1.244124745,107,107,4.833456568,1.283936364,110,within500,1,Unknown,1,1,1,GO:0004789,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1346,1084,1598873,1599957,890,890,47.90785692,586,586,34.22008169,-1.399992477,321,321,16.69700049,-2.869249297,239,239,12.34992576,-3.879202019,10000,not registered,0,Unknown,1,1,1.66090389,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1347,637,1600490,1601127,29,29,2.656467977,20,20,1.987482308,-1.336599559,127,127,11.24157076,4.231773488,43,43,3.781157356,1.423377729,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1350,1180,1604144,1605324,10,10,0.4944974,24,24,1.287484302,2.603621987,13,13,0.621189426,1.256203626,29,29,1.376612531,2.783862023,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1352,736,1606064,1606800,26,26,2.06130166,16,16,1.376115468,-1.497913299,52,52,3.983714799,1.932620963,24,24,1.826539865,-1.128528153,140,within500,1,Unknown,1,1,1,GO:0098599,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1358,1156,1611897,1613053,125,125,6.30954727,115,115,6.2972758,-1.001948695,73,73,3.560637289,-1.772027521,152,152,7.365148061,1.167302145,10000,not registered,0,Unknown,1,1,1,GO:0048529,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1360,850,1614580,1615430,79,79,5.423182069,73,73,5.436465578,1.002449394,260,260,17.24714172,3.180262344,229,229,15.09080074,2.782646894,130,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1364,1165,1619494,1620659,258,258,12.92229943,112,112,6.085619648,-2.123415556,396,396,19.16602147,1.483174227,210,210,10.09692423,-1.279825334,15,within500,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1369,613,1622844,1623457,6,6,0.571132396,2,2,0.206529565,-2.765378398,3,3,0.27594561,-2.069728145,7,7,0.639636581,1.119944492,10000,not registered,0,Unknown,1,1,1,GO:0008234,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1370,1465,1623480,1624945,15,15,0.59744737,22,22,0.9505999,1.591102325,138,138,5.311340834,8.890056429,54,54,2.06467578,3.455828718,550,500to1000,1,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1372,937,1625925,1626862,3,3,0.186821856,1,1,0.06755743,-2.765378398,0,0,0,#NAME?,5,5,0.298900156,1.599920703,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1375,604,1628104,1628708,47,47,4.54053407,34,34,3.56331886,-1.274242987,38,38,3.547393515,-1.279963458,34,34,3.153099723,-1.440022349,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1376,1306,1628969,1630275,10,10,0.446789381,5,5,0.242348053,-1.843585599,16,16,0.690779619,1.54609677,26,26,1.115131026,2.495876297,10000,not registered,0,Unknown,1,1,1,GO:0003700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1377,1231,1630180,1631411,20,20,0.94802101,12,15,0.771340108,-1.229057066,17,18,0.824474375,-1.149848969,14,17,0.773546805,-1.225550935,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1378,2440,1631347,1633787,8,8,0.191313748,14,14,0.363204246,1.898474366,18,18,0.41595408,2.174198583,20,21,0.482086751,2.519875107,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1379,871,1633760,1634631,7,7,0.468949313,9,9,0.654089327,1.394797493,12,12,0.776829663,1.656532254,36,37,2.379464869,5.07403423,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1381,2089,1635927,1638016,19,19,0.530714777,29,29,0.878764018,1.655812229,30,30,0.809739872,1.525753392,66,66,1.769706409,3.33457157,108,within500,1,Unknown,1,2.260133454,3.0764195,GO:0004252,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1382,1111,1638185,1639296,10,10,0.525208759,5,5,0.28488439,-1.843585599,10,10,0.507514729,-1.034864072,9,9,0.453757878,-1.157464772,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1383,1735,1639222,1640957,5,5,0.168157617,3,3,0.109454717,-1.536321332,2,2,0.064996987,-2.587160181,11,11,0.355131286,2.111895328,10000,not registered,0,Unknown,1,1,1,GO:0005886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1385,841,1642332,1643173,9,9,0.624442614,12,12,0.903229177,1.44645666,21,21,1.407946034,2.254724457,25,26,1.731701688,2.773195885,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1386,3106,1643203,1646309,22,22,0.413301754,9,9,0.183422989,-2.253271287,22,22,0.399377817,-1.034864072,16,16,0.288545469,-1.432362655,10000,not registered,0,Unknown,1,1,1,GO:0003824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1390,2893,1651428,1654321,22,22,0.443731507,39,39,0.853353318,1.923129877,88,88,1.715129624,3.865241926,51,51,0.987455358,2.225344251,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1392,973,1654850,1655823,8,8,0.479759039,5,5,0.325289371,-1.474868479,4,4,0.231798094,-2.069728145,6,6,0.345409389,-1.388957726,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1396,1576,1657580,1659156,249,249,9.219113321,262,262,10.52344138,1.141480858,779,779,27.87044829,3.023115924,884,884,31.41895816,3.408023859,249,within500,1,Unknown,1,1,1,GO:0050567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1397,3943,1659308,1663251,59,59,0.873114607,41,41,0.65821805,-1.326482321,109,109,1.558699624,1.785217669,80,80,1.136472517,1.301630402,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1398,2635,1663258,1665893,53,53,1.173657206,46,46,1.105070334,-1.062065617,148,148,3.166968951,2.698376439,356,356,7.567720894,6.447982305,10000,not registered,0,Unknown,1,1,1,GO:0007268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
alr1401,682,1666898,1667580,2,2,0.171116402,0,0,0,#NAME?,6,6,0.496054719,2.898931444,14,14,1.149845233,6.719666953,10000,not registered,0,Unknown,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1403,1771,1667811,1669582,21,21,0.691905452,21,21,0.750608437,1.084842495,32,32,1.018812176,1.472473115,58,58,1.834446964,2.651297165,10000,not registered,0,Unknown,1,1,1,GO:0005576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1404,853,1669967,1670820,2,2,0.13681288,3,3,0.222630638,1.627263742,22,23,1.520342775,11.11257054,246,271,17.79573737,130.0735532,10000,not registered,0,Unknown,1,1,1,GO:0006535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alr1407,1234,1671777,1673011,3,3,0.141857439,1,1,0.051297659,-2.765378398,84,144,6.579759838,46.38290311,292,528,23.96704498,168.9516262,10000,not registered,0,Unknown,1,1,1,GO:0004410,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
