gene,gene_length,chromosome_region_start,chromosome_region_end,0_hour_time_point_unique_gene_reads,0_hour_total_gene_reads,0_hour_rpkm,6_hour_time_point_unique_gene_reads,6_hour_total_gene_reads,6_hour_rpkm,fold_change_in_rpkm_0_to_6_hours,12_hour_time_point_unique_gene_reads,12_hour_total_gene_reads,12_hour_rpkm,fold_change_in_rpkm_0_to_12_hours,21_hour_time_point_unique_gene_reads,21_hour_total_gene_reads,21_hour_rpkm,fold_change_in_rpkm_0_to_21_hours,divergent_promoter_distance,divergent_class,divergent_promoter_flag,label,FC_0_to_3_protein,FC_0_to_12_protein,FC_0_to_24_protein,go_id,GO:0071941,GO:0003824,GO:0016491,GO:0065003,GO:0016829,GO:0016787,GO:0140096,GO:0003677,GO:0016740,GO:0005975,GO:0006091,GO:0055086,GO:1901135,GO:0140110,GO:0005215,GO:0098772,GO:0140299,GO:0006310,GO:0006281,GO:0140097,GO:0005886,GO:0055085,GO:0140657,GO:0015979,GO:0140098,GO:0003723,GO:0016209,GO:0005840,GO:0043226,GO:0005198,GO:0098754,GO:0006629,GO:0006355,GO:0060089,GO:0006457,GO:0051604,GO:0007155,GO:0006520,GO:0003924,GO:0006790,GO:0009975,GO:0006260,GO:0016853,GO:0006766,GO:0016874,GO:0030163,GO:0016071,GO:0006399,GO:0071554,GO:0006486,GO:0006575,GO:0000910,GO:0022414,GO:0005694,GO:0007059,GO:0005811,GO:0005615,GO:0005576,GO:0005829,GO:0003774,GO:0090729,GO:0005773,GO:0098542,GO:0006351,GO:0042254,GO:0009579,GO:0008289,GO:0023052,GO:0060090,GO:0045735,GO:0140104,GO:0006886,old_locus_tag,locus_tag,protein_id,gene_symbol,product,diazo_mean_pident,diazo_hit_count,nondiazo_mean_pident,nondiazo_hit_count,diazo_minus_nondiazo_mean_pident,has_diazo_hit,has_nondiazo_hit,diazo_hit_frac,nondiazo_hit_frac
alr1492,1558,1756459,1758017,100,100,3.745230626,93,93,3.778576362,1.00890352,195,195,7.057158438,1.884305439,170,170,6.111913456,1.631919117,10000,not registered,0,Unknown,1,1,0.192789169,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1492,PCC7120DELTA_RS09255,WP_010995662.1,PCC7120DELTA_RS09255,mCpol domain-containing protein,,0,,0,,0,0,0,0
alr1493,418,1758109,1758527,17,17,2.373114315,27,27,4.088840696,1.722985139,34,34,4.586330472,1.932620963,46,46,6.164207903,2.597518318,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1493,PCC7120DELTA_RS09260,WP_010995663.1,PCC7120DELTA_RS09260,DUF433 domain-containing protein,50.41525,4,44.762,1,5.65325,1,1,0.5,0.5
alr1498,718,1760713,1761431,0,0,0,1,1,0.088163387,Inf,0,0,0,1,5,5,0.390068866,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr1499,673,1761504,1762177,0,0,0,0,0,0,1,0,0,0,1,1,1,0.083230147,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1499,PCC7120DELTA_RS09290,WP_010995669.1,PCC7120DELTA_RS09290,PspC domain-containing protein,,0,,0,,0,0,0,0
alr1500,1228,1762365,1763593,0,0,0,0,0,0,1,2,2,0.091832063,Inf,4,4,0.182455665,Inf,10000,not registered,0,Unknown,1,1,1,GO:0055085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1500,PCC7120DELTA_RS09295,WP_010995670.1,PCC7120DELTA_RS09295,ABC transporter permease,42.513,1,,0,,1,0,0.125,0
alr1501,1405,1763499,1764904,37,37,1.536637471,28,28,1.261520799,-1.218083342,48,48,1.926316403,1.253591976,28,28,1.11629103,-1.376556318,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1501,PCC7120DELTA_RS09300,WP_044520970.1,PCC7120DELTA_RS09300,HlyD family secretion protein,39.956,1,,0,,1,0,0.125,0
alr1519,1468,1779225,1780693,3,3,0.119245286,4,4,0.172483138,1.44645666,39,39,1.497963603,12.56203626,39,40,1.526264011,12.79936562,10000,not registered,0,Unknown,1,1,1,GO:0022857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1519,PCC7120DELTA_RS09390,WP_010995688.1,PCC7120DELTA_RS09390,APC family permease,88.158,1,,0,,1,0,0.125,0
alr1520,760,1780621,1781381,1,1,0.076777228,0,0,0,#NAME?,9,9,0.66771576,8.696794333,32,33,2.432182031,31.67842992,10000,not registered,0,Unknown,1,1,1,GO:0016279,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1520,PCC7120DELTA_RS09395,WP_010995689.1,PCC7120DELTA_RS09395,methyltransferase domain-containing protein,70.624,3,56.774,1,13.85,1,1,0.375,0.5
alr1524,1531,1785869,1787400,10949,10949,417.2970211,3958,3958,163.6489817,-2.549951834,7885,7885,290.395055,-1.436997683,6680,6681,244.4342219,-1.707195571,10000,not registered,0,Unknown,1,1,1,GO:0004497,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1524,PCC7120DELTA_RS09415,WP_010995693.1,PCC7120DELTA_RS09415,form I ribulose bisphosphate carboxylase large subunit,91.141,8,87.825,2,3.316,1,1,1,1
alr1525,499,1787394,1787893,6017,6135,717.3978006,1968,1998,253.4589588,-2.830429842,3674,3736,422.1521755,-1.699381982,3220,3254,365.2689288,-1.964026349,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1525,PCC7120DELTA_RS09420,WP_010995694.1,rcbX,RuBisCO chaperone RbcX,66.661125,8,55.638,2,11.023125,1,1,1,1
alr1526,430,1787849,1788279,649,662,89.83292759,428,436,64.18458564,-1.399602828,282,285,37.37137819,-2.403789529,349,351,45.72296537,-1.964722254,10000,not registered,0,Unknown,1,1,1,GO:0004497,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1526,PCC7120DELTA_RS09425,WP_010995695.1,PCC7120DELTA_RS09425,ribulose bisphosphate carboxylase small subunit,77.8095,8,69.306,2,8.5035,1,1,1,1
alr1527,1828,1788340,1790168,6,6,0.191523063,4,4,0.138514905,-1.382689199,25,25,0.771128096,4.026293673,18,18,0.551559084,2.879857265,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1527,PCC7120DELTA_RS09430,WP_010995696.1,PCC7120DELTA_RS09430,hypothetical protein,,0,,0,,0,0,0,0
alr1528,925,1790146,1791071,16,18,1.135472948,11,13,0.889640054,-1.276328491,26,27,1.645829116,1.449465722,37,39,2.36166668,2.079896914,10000,not registered,0,Unknown,1,1,1,GO:0046353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1528,PCC7120DELTA_RS09435,WP_010995697.1,PCC7120DELTA_RS09435,aminoglycoside N(3)-acetyltransferase,,0,,0,,0,0,0,0
alr1529,721,1790967,1791688,43,46,3.722790409,30,34,2.985082651,-1.247131434,41,41,3.206352763,-1.161067008,51,52,4.039836669,1.085163607,10000,not registered,0,Unknown,1,1,1.900681622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1529,PCC7120DELTA_RS09440,WP_010995698.1,PCC7120DELTA_RS09440,GDSL-type esterase/lipase family protein,84.694,2,,0,,1,0,0.25,0
alr1531,1288,1792229,1793517,265,265,12.0053833,241,241,11.84442242,-1.013589593,146,146,6.391454513,-1.878349172,165,165,7.175692328,-1.673062716,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1531,PCC7120DELTA_RS09450,WP_010995700.1,PCC7120DELTA_RS09450,RNA-guided endonuclease InsQ/TnpB family protein,76.2475,2,35.246,1,41.0015,1,1,0.25,0.5
alr1533,1345,1794344,1795689,218,218,9.457584466,211,211,9.93054032,1.050008103,281,281,11.78003946,1.245565345,371,371,15.4506713,1.633680498,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1533,PCC7120DELTA_RS09465,WP_010995702.1,PCC7120DELTA_RS09465,ribulose bisphosphate carboxylase small subunit,85.719,3,60.23,1,25.489,1,1,0.375,0.5
alr1534,535,1795989,1796524,9,9,0.981600446,2,2,0.236640417,-4.148067597,1,1,0.105392311,-9.313776651,5,5,0.523494292,-1.875092931,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1534,PCC7120DELTA_RS09470,WP_010995703.1,PCC7120DELTA_RS09470,DM13 domain-containing protein,94.444,1,,0,,1,0,0.125,0
alr1536,826,1797710,1798536,70,70,4.944973996,67,67,5.134610014,1.038349245,64,64,4.368804757,-1.131882579,66,66,4.475686062,-1.104852737,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1536,PCC7120DELTA_RS09480,WP_010995705.1,PCC7120DELTA_RS09480,Uma2 family endonuclease,73.10875,4,,0,,1,0,0.5,0
alr1537,1297,1798558,1799855,40,40,1.799558771,44,44,2.147461609,1.193326744,52,52,2.260612253,1.256203626,55,55,2.375299851,1.31993458,10000,not registered,0,Unknown,1,1,1,GO:0008080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1537,PCC7120DELTA_RS09485,WP_044522841.1,eis,GNAT family N-acetyltransferase,57.765,6,,0,,1,0,0.75,0
alr1538,1018,1799843,1800861,5,5,0.28659476,2,2,0.12436407,-2.304481998,6,6,0.332327425,1.159572578,0,0,0,#NAME?,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1538,PCC7120DELTA_RS09490,WP_010995707.1,PCC7120DELTA_RS09490,DMT family transporter,78.25133333,3,,0,,1,0,0.375,0
alr1539,568,1800802,1801370,1,1,0.102730094,0,1,0.111445971,1.084842495,1,1,0.099269166,-1.034864072,3,3,0.295848006,2.879857265,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1539,PCC7120DELTA_RS09495,WP_010995708.1,PCC7120DELTA_RS09495,cupin domain-containing protein,98.065,1,,0,,1,0,0.125,0
alr1540,487,1801372,1801859,14,14,1.677432657,17,17,2.209696706,1.317308743,23,23,2.662941246,1.587510077,29,29,3.335529337,1.988472874,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1540,PCC7120DELTA_RS09500,WP_010995709.1,PCC7120DELTA_RS09500,peptidoglycan-binding domain-containing protein,96.875,1,,0,,1,0,0.125,0
alr1544,469,1804512,1804981,10,11,1.368566364,9,9,1.214737321,-1.126635644,23,23,2.765143682,2.02046737,37,37,4.419006185,3.228930873,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1544,PCC7120DELTA_RS09520,WP_010995713.1,PCC7120DELTA_RS09520,Lin0512 family protein,88.82725,4,,0,,1,0,0.5,0
alr1545,484,1805003,1805487,55,55,6.630760585,41,41,5.362301183,-1.236551316,56,56,6.523871153,-1.016384357,37,37,4.282053514,-1.548500168,10000,not registered,0,Unknown,1,1,0.404777567,GO:0016853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1545,PCC7120DELTA_RS09525,WP_010995714.1,PCC7120DELTA_RS09525,nuclear transport factor 2 family protein,51.227,6,,0,,1,0,0.75,0
alr1546,613,1806129,1806742,48,48,4.56905917,27,27,2.788149121,-1.638742754,44,44,4.047202286,-1.128942624,29,29,2.64992298,-1.724223385,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1546,PCC7120DELTA_RS09530,WP_010995715.1,PCC7120DELTA_RS09530,hypothetical protein,66.15225,8,57.647,1,8.50525,1,1,1,0.5
alr1550,460,1811286,1811746,2,2,0.253698666,11,11,1.513727015,5.96663372,17,17,2.08378928,8.213639092,34,34,4.140157028,16.31919117,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1550,PCC7120DELTA_RS09550,WP_010995719.1,patD,heterocyst frequency control protein PatD,55.5064,5,,0,,1,0,0.625,0
alr1551,1915,1811732,1813647,5,5,0.152351679,9,9,0.297499636,1.95271649,18,18,0.529988488,3.478717733,33,33,0.965252399,6.335685984,10000,not registered,0,Unknown,1,1,1,GO:0000155,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1551,PCC7120DELTA_RS09555,WP_010995720.1,PCC7120DELTA_RS09555,sensor histidine kinase,43.874,1,,0,,1,0,0.125,0
alr1555,976,1820259,1821235,45,45,2.690349582,28,28,1.816021232,-1.481452713,165,165,9.532280999,3.543138432,58,58,3.328694235,1.23727201,407,within500,1,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1555,PCC7120DELTA_RS09590,WP_010995724.1,PCC7120DELTA_RS09590,Npun_R2479 family HD domain-containing metalloprotein,89.77433333,3,76.534,1,13.24033333,1,1,0.375,0.5
alr1560,460,1824325,1824785,0,0,0,1,2,0.275223094,Inf,3,3,0.36772752,Inf,4,6,0.730615946,Inf,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1560,PCC7120DELTA_RS09615,WP_010995729.1,PCC7120DELTA_RS09615,DUF5615 family PIN-like protein,86.3605,2,,0,,1,0,0.25,0
alr1561,2794,1824796,1827590,3,3,0.062652856,3,3,0.067968481,1.084842495,55,55,1.109938709,17.71569216,47,47,0.942252252,15.03925461,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1561,PCC7120DELTA_RS09620,WP_010995730.1,PCC7120DELTA_RS09620,hypothetical protein,91.347,1,,0,,1,0,0.125,0
alr1562,1135,1827510,1828645,7,7,0.359872116,9,9,0.501948726,1.394797493,20,22,1.092922908,3.036975799,11,11,0.542865887,1.508496663,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1562,PCC7120DELTA_RS09625,WP_010995731.1,cas7d,type I-D CRISPR-associated protein Cas7/Csc2,50.384,4,34.524,1,15.86,1,1,0.5,0.5
alr1563,859,1828546,1829405,5,5,0.33964315,1,1,0.073691864,-4.608963997,5,5,0.328200736,-1.034864072,4,4,0.260833011,-1.302147869,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1563,PCC7120DELTA_RS09630,WP_010995732.1,cas5d,type I-D CRISPR-associated protein Cas5/Csc1,97.222,1,,0,,1,0,0.125,0
alr1564,2305,1829378,1831683,8,8,0.202518675,9,9,0.247163472,1.220447806,49,49,1.198637498,5.918651699,56,56,1.360858046,6.719666953,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1564,PCC7120DELTA_RS09635,WP_044520991.1,cas3,type I-D CRISPR-associated helicase Cas3',90.933,1,,0,,1,0,0.125,0
alr1565,718,1831659,1832377,2,2,0.16253675,1,1,0.088163387,-1.843585599,1,1,0.078530482,-2.069728145,2,2,0.156027547,-1.041718295,10000,not registered,0,Unknown,1,1,1,GO:0016491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1565,PCC7120DELTA_RS09640,WP_010995734.1,PCC7120DELTA_RS09640,2OG-Fe(II) oxygenase,79.8534,5,,0,,1,0,0.625,0
alr1566,973,1832306,1833279,0,0,0,0,0,0,1,4,4,0.231798094,Inf,0,0,0,1,10000,not registered,0,Unknown,1,1,1,GO:0016788,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1566,PCC7120DELTA_RS09645,WP_010995735.1,cas6,CRISPR-associated endoribonuclease Cas6,79.819,3,,0,,1,0,0.375,0
alr1567,691,1833369,1834060,0,0,0,1,1,0.091608266,Inf,2,2,0.163197935,Inf,1,1,0.081062068,Inf,10000,not registered,0,Unknown,1,1,1,GO:0004527,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1567,PCC7120DELTA_RS09650,WP_010995736.1,cas4,CRISPR-associated protein Cas4,64.143,4,39.037,1,25.106,1,1,0.5,0.5
alr1568,1102,1834083,1835185,0,0,0,0,0,0,1,0,0,0,1,1,1,0.050829301,Inf,10000,not registered,0,Unknown,1,1,1,GO:0003677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1568,PCC7120DELTA_RS09655,WP_010995737.1,cas1d,type I-D CRISPR-associated endonuclease Cas1d,59.594,4,36.202,1,23.392,1,1,0.5,0.5
alr1571,406,1836475,1836881,8,8,1.149767353,9,10,1.559145604,1.356053118,30,30,4.166370916,3.623664305,12,13,1.793548176,1.559922685,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,0,0,0
alr1575,3244,1839576,1842820,36,36,0.647541601,31,31,0.604913889,-1.070469057,42,42,0.730013942,1.127362228,28,28,0.483473766,-1.339352093,10000,not registered,0,Unknown,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1575,PCC7120DELTA_RS09680,WP_010995744.1,PCC7120DELTA_RS09680,TIR domain-containing protein,90.658,1,,0,,1,0,0.125,0
alr1576,1960,1843857,1845817,30,30,0.893122854,34,34,1.098083975,1.229488161,113,113,3.250761307,3.63976948,35,35,1.000248021,1.119944492,10000,not registered,0,Unknown,1,1,1,GO:0016614,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1576,PCC7120DELTA_RS09685,WP_010995745.1,PCC7120DELTA_RS09685,GMC family oxidoreductase,95.261,1,,0,,1,0,0.125,0
alr1577,1201,1845881,1847082,11,11,0.534435991,7,7,0.368950192,-1.448531542,43,43,2.018776116,3.777395518,6,6,0.279836249,-1.909816874,10000,not registered,0,Unknown,2.459966474,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alr1577,PCC7120DELTA_RS09690,WP_010995746.1,PCC7120DELTA_RS09690,ferritin-like domain-containing protein,95.068,1,,0,,1,0,0.125,0
